,model,prior,duplicates,distortion,m1,m2,m3,date
1061,No Empiri,BNBD4,8,0,1.0,0.9512491,0.9750155,Fri_Mar_15_21_23_09_2024
1062,No Empiri,BNBD4,8,1,0.996347,0.8240181,0.9020256,Thu_Mar_14_11_41_43_2024
1063,No Empiri,BNBD4,100,0,1.0,0.9538297,0.9763693,Thu_Mar_14_11_41_35_2024
1064,No Empiri,BNBD4,1,0,0.9975822,0.9590888,0.9779569,Thu_Mar_14_11_41_28_2024
1065,No Empiri,BNBD4,100,1,0.9980529,0.82079,0.9007835,Wed_Mar_13_00_52_33_2024
1066,No Empiri,BNBD4,1,0,0.9975787,0.9576941,0.9772296,Fri_Mar_15_21_23_06_2024
1067,No Empiri,BNBD4,0.1,0,0.9802956,0.9567308,0.9683698,Fri_Mar_15_21_23_04_2024
1068,No Empiri,BNBD4,0.1,1,0.9617834,0.722488,0.8251366,Wed_Mar_13_00_52_22_2024
1069,No Empiri,BNBD4,1,0,0.9975763,0.9567643,0.9767442,Wed_Mar_13_00_52_12_2024
1070,No Empiri,BNBD4,100,1,0.9977317,0.821724,0.9012147,Thu_Mar_14_11_41_46_2024
1071,No Empiri,BNBD4,0.1,0,0.9800995,0.9471154,0.9633252,Wed_Mar__6_22_22_54_2024
