,model,cluster_size,num_iter,duplicates,distortion,m1,m2,m3,date
276,Both,2,10000,1,0,1.0,0.5373737,0.6990802,Wed_Mar__6_12_33_47_2024
277,Both,2,10000,1,0,1.0,0.5353535,0.6973684,Wed_Mar__6_12_08_52_2024
278,Both,2,10000,100,0,1.0,0.3142669,0.4782391,Wed_Mar__6_12_33_58_2024
279,Both,2,10000,0.1,0,0.9824561,0.8888889,0.9333333,Wed_Mar__6_12_33_46_2024
280,Both,2,10000,1,0,1.0,0.5373737,0.6990802,Wed_Mar__6_11_45_44_2024
281,Both,2,10000,8,0,1.0,0.3386581,0.5059666,Wed_Mar__6_12_08_55_2024
282,Both,2,10000,100,0,1.0,0.3142669,0.4782391,Wed_Mar__6_13_45_25_2024
283,Both,2,10000,0.1,0,0.9655172,0.8888889,0.9256198,Wed_Mar__6_12_08_50_2024
284,Both,2,10000,0.1,0,0.9655172,0.8888889,0.9256198,Wed_Mar__6_13_00_20_2024
285,Both,2,10000,8,0,1.0,0.3370607,0.5041816,Wed_Mar__6_13_00_28_2024
286,Both,2,10000,1,0,1.0,0.5353535,0.6973684,Wed_Mar__6_13_00_25_2024
287,Both,2,10000,0.1,0,0.9655172,0.8888889,0.9256198,Wed_Mar__6_13_23_02_2024
288,Both,2,10000,1,0,1.0,0.5373737,0.6990802,Wed_Mar__6_13_23_05_2024
289,Both,2,10000,8,0,1.0,0.3378594,0.5050746,Wed_Mar__6_11_45_46_2024
290,Both,2,10000,8,0,1.0,0.336262,0.5032875,Wed_Mar__6_13_45_23_2024
291,Both,2,10000,100,0,1.0,0.312952,0.4767151,Wed_Mar__6_13_23_09_2024
292,Both,2,50000,1,1,0.9917695,0.4948665,0.660274,Tue_Mar__5_22_45_16_2024
293,Both,2,50000,100,1,0.9977324,0.295104,0.4554865,Wed_Mar__6_04_03_23_2024
294,Both,2,50000,1,1,0.9917355,0.4928131,0.6584362,Tue_Mar__5_20_05_17_2024
295,Both,2,50000,8,1,0.9946381,0.2965627,0.4568966,Tue_Mar__5_22_45_19_2024
296,Both,2,50000,8,1,0.9919137,0.2941647,0.4537608,Wed_Mar__6_01_25_32_2024
297,Both,2,50000,1,1,0.9917355,0.4928131,0.6584362,Tue_Mar__5_17_27_00_2024
298,Both,2,50000,0.1,1,1.0,0.75,0.8571429,Wed_Mar__6_06_41_29_2024
299,Both,2,50000,100,1,0.9977117,0.2924212,0.4522822,Tue_Mar__5_22_45_21_2024
300,Both,2,50000,100,1,1.0,0.2917505,0.4517134,Wed_Mar__6_06_41_34_2024
301,Both,2,50000,100,1,0.9954338,0.2924212,0.4520477,Tue_Mar__5_13_56_25_2024
302,Both,2,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_20_05_15_2024
303,Both,2,50000,0.1,1,1.0,0.75,0.8571429,Wed_Mar__6_04_03_17_2024
304,Both,2,50000,8,1,0.9919137,0.2941647,0.4537608,Wed_Mar__6_06_41_32_2024
305,Both,2,50000,1,1,0.9917355,0.4928131,0.6584362,Wed_Mar__6_01_25_28_2024
306,Both,2,50000,0.1,1,1.0,0.7333333,0.8461538,Wed_Mar__6_01_25_26_2024
307,Both,2,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_13_56_19_2024
308,Both,2,50000,8,1,0.9918699,0.2925659,0.4518519,Tue_Mar__5_13_56_24_2024
309,Both,2,50000,100,1,0.9977221,0.2937626,0.453886,Tue_Mar__5_20_05_21_2024
310,Both,2,50000,100,1,0.9977117,0.2924212,0.4522822,Tue_Mar__5_17_27_04_2024
311,Both,2,50000,100,1,0.9977169,0.2930919,0.4530845,Wed_Mar__6_01_25_34_2024
312,Both,2,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_22_45_15_2024
313,Both,2,50000,1,1,0.9917355,0.4928131,0.6584362,Tue_Mar__5_13_56_21_2024
314,Both,2,50000,1,1,0.9917355,0.4928131,0.6584362,Wed_Mar__6_04_03_19_2024
315,Both,2,50000,1,1,0.9917355,0.4928131,0.6584362,Wed_Mar__6_06_41_30_2024
316,Both,2,50000,8,1,0.9918699,0.2925659,0.4518519,Tue_Mar__5_17_27_02_2024
317,Both,2,50000,8,1,0.992,0.2973621,0.4575646,Wed_Mar__6_04_03_21_2024
318,Both,2,50000,8,1,0.9945799,0.2933653,0.4530864,Tue_Mar__5_20_05_19_2024
319,Both,2,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_17_26_58_2024
320,Both,2,10000,0.1,0,0.9824561,0.8888889,0.9333333,Wed_Mar__6_11_46_30_2024
321,Both,2,10000,100,0,1.0,0.3136095,0.4774775,Wed_Mar__6_11_58_19_2024
322,Both,2,10000,1,0,1.0,0.5333333,0.6956522,Wed_Mar__6_11_46_32_2024
323,Both,2,10000,100,0,1.0,0.3136095,0.4774775,Wed_Mar__6_12_21_13_2024
324,Both,2,10000,100,0,1.0,0.3136095,0.4774775,Wed_Mar__6_12_32_46_2024
325,Both,2,10000,8,0,1.0,0.3370607,0.5041816,Wed_Mar__6_11_46_34_2024
326,Both,2,10000,1,0,1.0,0.5353535,0.6973684,Wed_Mar__6_12_32_42_2024
327,Both,2,10000,100,0,1.0,0.3142669,0.4782391,Wed_Mar__6_11_34_33_2024
328,Both,2,10000,1,0,1.0,0.5353535,0.6973684,Wed_Mar__6_12_21_09_2024
329,Both,2,10000,1,0,0.9962547,0.5373737,0.6981627,Wed_Mar__6_11_34_29_2024
330,Both,2,10000,0.1,0,0.9824561,0.8888889,0.9333333,Wed_Mar__6_12_09_34_2024
331,Both,2,10000,0.1,0,0.9824561,0.8888889,0.9333333,Wed_Mar__6_11_23_06_2024
332,Both,2,10000,1,0,1.0,0.5353535,0.6973684,Wed_Mar__6_11_23_08_2024
333,Both,2,10000,1,0,1.0,0.5373737,0.6990802,Wed_Mar__6_12_09_36_2024
334,Both,2,10000,8,0,1.0,0.3378594,0.5050746,Wed_Mar__6_11_23_10_2024
335,Both,2,10000,8,0,1.0,0.3378594,0.5050746,Wed_Mar__6_11_34_30_2024
336,Both,2,10000,0.1,0,0.9655172,0.8888889,0.9256198,Wed_Mar__6_11_58_12_2024
337,Both,2,10000,100,0,1.0,0.3142669,0.4782391,Wed_Mar__6_12_09_41_2024
338,Both,2,10000,1,0,0.9962406,0.5353535,0.696452,Wed_Mar__6_11_58_15_2024
339,Both,2,10000,8,0,1.0,0.336262,0.5032875,Wed_Mar__6_12_32_45_2024
340,Both,2,10000,8,0,1.0,0.336262,0.5032875,Wed_Mar__6_12_21_11_2024
341,Both,2,10000,0.1,0,0.9824561,0.8888889,0.9333333,Wed_Mar__6_11_34_27_2024
342,Both,2,10000,0.1,0,0.9824561,0.8888889,0.9333333,Wed_Mar__6_12_21_08_2024
343,Both,2,10000,0.1,0,0.9655172,0.8888889,0.9256198,Wed_Mar__6_12_32_40_2024
344,Both,2,10000,8,0,1.0,0.336262,0.5032875,Wed_Mar__6_12_09_37_2024
345,Both,2,10000,100,0,1.0,0.3142669,0.4782391,Wed_Mar__6_11_46_36_2024
346,Both,2,10000,8,0,1.0,0.3386581,0.5059666,Wed_Mar__6_11_58_16_2024
347,Both,2,10000,100,0,1.0,0.3142669,0.4782391,Wed_Mar__6_11_23_12_2024
348,Both,2,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_20_20_06_2024
349,Both,2,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_22_57_13_2024
350,Both,2,50000,8,1,0.9919137,0.2941647,0.4537608,Tue_Mar__5_20_20_09_2024
351,Both,2,50000,8,1,0.9946237,0.2957634,0.4559458,Tue_Mar__5_13_56_33_2024
352,Both,2,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_19_00_02_2024
353,Both,2,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_17_33_30_2024
354,Both,2,50000,100,1,1.0,0.2910798,0.4509091,Tue_Mar__5_16_06_31_2024
355,Both,2,50000,100,1,0.9954545,0.2937626,0.453651,Tue_Mar__5_20_20_10_2024
356,Both,2,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_21_40_32_2024
357,Both,2,50000,100,1,0.9932127,0.2944333,0.4542162,Tue_Mar__5_21_40_36_2024
358,Both,2,50000,1,1,0.9917012,0.4907598,0.6565934,Tue_Mar__5_16_06_26_2024
359,Both,2,50000,8,1,0.9919137,0.2941647,0.4537608,Tue_Mar__5_21_40_35_2024
360,Both,2,50000,100,1,1.0,0.2944333,0.4549223,Tue_Mar__5_13_56_35_2024
361,Both,2,50000,8,1,0.9918919,0.2933653,0.4528069,Tue_Mar__5_16_06_28_2024
362,Both,2,50000,100,1,0.9977273,0.2944333,0.4546867,Tue_Mar__5_19_00_07_2024
363,Both,2,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_16_06_23_2024
364,Both,2,50000,1,1,0.9958678,0.4948665,0.6611797,Tue_Mar__5_19_00_04_2024
365,Both,2,50000,1,1,0.9958506,0.4928131,0.6593407,Tue_Mar__5_13_56_31_2024
366,Both,2,50000,8,1,0.9919355,0.294964,0.4547135,Tue_Mar__5_17_33_34_2024
367,Both,2,50000,1,1,0.9917355,0.4928131,0.6584362,Tue_Mar__5_20_20_07_2024
368,Both,2,50000,1,1,0.9917355,0.4928131,0.6584362,Tue_Mar__5_21_40_34_2024
369,Both,2,50000,8,1,0.9891599,0.2917666,0.4506173,Tue_Mar__5_22_57_16_2024
370,Both,2,50000,100,1,0.9954128,0.2910798,0.4504411,Tue_Mar__5_17_33_37_2024
371,Both,2,50000,0.1,1,1.0,0.7166667,0.8349515,Tue_Mar__5_13_56_29_2024
372,Both,2,50000,1,1,0.9917012,0.4907598,0.6565934,Tue_Mar__5_17_33_33_2024
373,Both,2,50000,8,1,0.9945946,0.2941647,0.4540407,Tue_Mar__5_19_00_06_2024
374,Both,2,50000,1,1,0.9917355,0.4928131,0.6584362,Tue_Mar__5_22_57_15_2024
375,Both,2,50000,100,1,1.0,0.2937626,0.4541213,Tue_Mar__5_22_57_19_2024
376,Both,2,10000,100,0,1.0,0.312952,0.4767151,Wed_Mar__6_11_23_21_2024
377,Both,2,10000,8,0,1.0,0.3354633,0.5023923,Wed_Mar__6_11_23_19_2024
378,Both,2,10000,1,0,1.0,0.5373737,0.6990802,Wed_Mar__6_11_35_37_2024
379,Both,2,10000,8,0,1.0,0.3378594,0.5050746,Wed_Mar__6_11_35_41_2024
380,Both,2,10000,100,0,1.0,0.3142669,0.4782391,Wed_Mar__6_11_47_49_2024
381,Both,2,10000,1,0,1.0,0.5353535,0.6973684,Wed_Mar__6_11_47_44_2024
382,Both,2,10000,8,0,1.0,0.336262,0.5032875,Wed_Mar__6_12_11_30_2024
383,Both,2,10000,8,0,1.0,0.3370607,0.5041816,Wed_Mar__6_12_35_39_2024
384,Both,2,10000,8,0,1.0,0.3370607,0.5041816,Wed_Mar__6_11_59_50_2024
385,Both,2,10000,100,0,1.0,0.3122945,0.4759519,Wed_Mar__6_11_59_52_2024
386,Both,2,10000,8,0,1.0,0.3370607,0.5041816,Wed_Mar__6_11_47_46_2024
387,Both,2,10000,0.1,0,0.9655172,0.8888889,0.9256198,Wed_Mar__6_11_23_16_2024
388,Both,2,10000,0.1,0,0.9491525,0.8888889,0.9180328,Wed_Mar__6_11_47_43_2024
389,Both,2,10000,0.1,0,0.9649123,0.8730159,0.9166667,Wed_Mar__6_12_11_25_2024
390,Both,2,10000,100,0,1.0,0.3142669,0.4782391,Wed_Mar__6_12_11_32_2024
391,Both,2,10000,100,0,1.0,0.312952,0.4767151,Wed_Mar__6_12_23_09_2024
392,Both,2,10000,1,0,1.0,0.5333333,0.6956522,Wed_Mar__6_11_59_48_2024
393,Both,2,10000,100,0,1.0,0.3116371,0.475188,Wed_Mar__6_12_35_41_2024
394,Both,2,10000,1,0,1.0,0.5373737,0.6990802,Wed_Mar__6_12_35_38_2024
395,Both,2,10000,1,0,1.0,0.5353535,0.6973684,Wed_Mar__6_12_11_27_2024
396,Both,2,10000,100,0,1.0,0.312952,0.4767151,Wed_Mar__6_11_35_43_2024
397,Both,2,10000,0.1,0,0.9824561,0.8888889,0.9333333,Wed_Mar__6_11_59_46_2024
398,Both,2,10000,0.1,0,0.9824561,0.8888889,0.9333333,Wed_Mar__6_11_35_34_2024
399,Both,2,10000,0.1,0,0.9655172,0.8888889,0.9256198,Wed_Mar__6_12_35_35_2024
400,Both,2,10000,1,0,1.0,0.5333333,0.6956522,Wed_Mar__6_11_23_17_2024
401,Both,2,10000,1,0,1.0,0.5333333,0.6956522,Wed_Mar__6_12_23_05_2024
402,Both,2,10000,8,0,1.0,0.3354633,0.5023923,Wed_Mar__6_12_23_08_2024
403,Both,2,10000,0.1,0,0.9655172,0.8888889,0.9256198,Wed_Mar__6_12_23_03_2024
404,Both,2,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_22_56_48_2024
405,Both,2,50000,1,1,0.9958506,0.4928131,0.6593407,Tue_Mar__5_13_56_48_2024
406,Both,2,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_20_17_38_2024
407,Both,2,50000,1,1,0.9958506,0.4928131,0.6593407,Tue_Mar__5_20_17_40_2024
408,Both,2,50000,1,1,0.9958506,0.4928131,0.6593407,Tue_Mar__5_21_38_28_2024
409,Both,2,50000,100,1,0.9954442,0.2930919,0.4528497,Tue_Mar__5_18_58_22_2024
410,Both,2,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_16_06_34_2024
411,Both,2,50000,100,1,1.0,0.2924212,0.4525169,Tue_Mar__5_21_38_30_2024
412,Both,2,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_18_58_16_2024
413,Both,2,50000,1,1,0.9917355,0.4928131,0.6584362,Tue_Mar__5_17_34_24_2024
414,Both,2,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_21_38_25_2024
415,Both,2,50000,100,1,0.9977011,0.2910798,0.450675,Tue_Mar__5_13_56_52_2024
416,Both,2,50000,100,1,0.9977273,0.2944333,0.4546867,Tue_Mar__5_16_06_39_2024
417,Both,2,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_13_56_47_2024
418,Both,2,50000,8,1,0.9919355,0.294964,0.4547135,Tue_Mar__5_18_58_21_2024
419,Both,2,50000,100,1,0.9977169,0.2930919,0.4530845,Tue_Mar__5_22_56_53_2024
420,Both,2,50000,8,1,0.9919355,0.294964,0.4547135,Tue_Mar__5_13_56_52_2024
421,Both,2,50000,8,1,0.9945504,0.2917666,0.4511743,Tue_Mar__5_17_34_26_2024
422,Both,2,50000,8,1,0.9892473,0.2941647,0.4534812,Tue_Mar__5_16_06_38_2024
423,Both,2,50000,0.1,1,1.0,0.75,0.8571429,Tue_Mar__5_17_34_22_2024
424,Both,2,50000,1,1,0.9917012,0.4907598,0.6565934,Tue_Mar__5_22_56_51_2024
425,Both,2,50000,8,1,0.9945355,0.2909672,0.4502165,Tue_Mar__5_20_17_42_2024
426,Both,2,50000,100,1,1.0,0.2910798,0.4509091,Tue_Mar__5_20_17_43_2024
427,Both,2,50000,100,1,1.0,0.2924212,0.4525169,Tue_Mar__5_17_34_27_2024
428,Both,2,50000,1,1,0.9958506,0.4928131,0.6593407,Tue_Mar__5_16_06_36_2024
429,Both,2,50000,8,1,0.9892183,0.2933653,0.4525277,Tue_Mar__5_22_56_52_2024
430,Both,2,50000,1,1,0.9918033,0.4969199,0.6621067,Tue_Mar__5_18_58_18_2024
431,Both,2,50000,8,1,0.9945799,0.2933653,0.4530864,Tue_Mar__5_21_38_29_2024
432,No Diri,2,10000,8,0,1.0,0.336262,0.5032875,Wed_Mar__6_12_01_36_2024
433,No Diri,2,10000,1,1,0.9548872,0.5215606,0.6746348,Wed_Mar__6_12_47_30_2024
434,No Diri,2,10000,8,0,1.0,0.3378594,0.5050746,Wed_Mar__6_09_54_09_2024
435,No Diri,2,10000,0.1,1,0.8305085,0.8166667,0.8235294,Wed_Mar__6_10_55_40_2024
436,No Diri,2,10000,1,0,1.0,0.5333333,0.6956522,Wed_Mar__6_12_47_19_2024
437,No Diri,2,10000,0.1,0,0.875,0.8888889,0.8818898,Wed_Mar__6_10_55_30_2024
438,No Diri,2,10000,1,1,0.9588015,0.5256674,0.6790451,Wed_Mar__6_12_24_45_2024
439,No Diri,2,10000,0.1,0,0.9180328,0.8888889,0.9032258,Wed_Mar__6_12_47_18_2024
440,No Diri,2,10000,100,0,1.0,0.3136095,0.4774775,Wed_Mar__6_11_15_37_2024
441,No Diri,2,10000,8,1,0.9897959,0.3101519,0.4723068,Wed_Mar__6_11_15_45_2024
442,No Diri,2,10000,1,1,0.9550562,0.523614,0.6763926,Wed_Mar__6_12_01_46_2024
443,No Diri,2,10000,8,1,0.9897959,0.3101519,0.4723068,Wed_Mar__6_12_01_49_2024
444,No Diri,2,10000,0.1,1,0.8305085,0.8166667,0.8235294,Wed_Mar__6_09_54_14_2024
445,No Diri,2,10000,100,0,1.0,0.3122945,0.4759519,Wed_Mar__6_12_01_41_2024
446,No Diri,2,10000,1,1,0.9586466,0.523614,0.6772908,Wed_Mar__6_10_14_45_2024
447,No Diri,2,10000,8,1,0.9922879,0.3085532,0.4707317,Wed_Mar__6_10_35_28_2024
448,No Diri,2,10000,0.1,0,0.875,0.8888889,0.8818898,Wed_Mar__6_12_24_26_2024
449,No Diri,2,10000,8,0,1.0,0.3370607,0.5041816,Wed_Mar__6_10_35_18_2024
450,No Diri,2,10000,8,0,1.0,0.3370607,0.5041816,Wed_Mar__6_12_47_22_2024
451,No Diri,2,10000,1,1,0.9656489,0.5195072,0.6755674,Wed_Mar__6_11_15_43_2024
452,No Diri,2,10000,0.1,1,0.8305085,0.8166667,0.8235294,Wed_Mar__6_12_47_28_2024
453,No Diri,2,10000,100,1,0.9955752,0.3018109,0.4632012,Wed_Mar__6_11_15_47_2024
454,No Diri,2,10000,8,0,1.0,0.3370607,0.5041816,Wed_Mar__6_12_24_33_2024
455,No Diri,2,10000,100,0,1.0,0.3142669,0.4782391,Wed_Mar__6_10_14_37_2024
456,No Diri,2,10000,8,1,0.9923664,0.3117506,0.4744526,Wed_Mar__6_12_24_48_2024
457,No Diri,2,10000,100,0,1.0,0.3142669,0.4782391,Wed_Mar__6_12_47_24_2024
458,No Diri,2,10000,100,1,0.9933921,0.3024816,0.4637532,Wed_Mar__6_10_55_46_2024
459,No Diri,2,10000,1,0,1.0,0.5373737,0.6990802,Wed_Mar__6_10_55_32_2024
460,No Diri,2,10000,100,1,0.9911504,0.3004695,0.4611426,Wed_Mar__6_12_24_52_2024
461,No Diri,2,10000,8,1,0.9872449,0.3093525,0.4710895,Wed_Mar__6_12_47_32_2024
462,No Diri,2,10000,8,1,0.9923469,0.3109512,0.473524,Wed_Mar__6_10_55_44_2024
463,No Diri,2,10000,1,1,0.9584906,0.5215606,0.6755319,Wed_Mar__6_10_35_25_2024
464,No Diri,2,10000,1,0,1.0,0.5353535,0.6973684,Wed_Mar__6_10_14_31_2024
465,No Diri,2,10000,0.1,1,0.8305085,0.8166667,0.8235294,Wed_Mar__6_10_14_41_2024
466,No Diri,2,10000,0.1,1,0.8305085,0.8166667,0.8235294,Wed_Mar__6_11_15_41_2024
467,No Diri,2,10000,0.1,1,0.8166667,0.8166667,0.8166667,Wed_Mar__6_10_35_20_2024
468,No Diri,2,10000,100,1,0.9978022,0.3044936,0.4665982,Wed_Mar__6_10_35_30_2024
469,No Diri,2,10000,100,0,1.0,0.3149244,0.479,Wed_Mar__6_10_35_19_2024
470,No Diri,2,10000,100,0,1.0,0.3142669,0.4782391,Wed_Mar__6_09_54_12_2024
471,No Diri,2,10000,1,1,0.9621212,0.5215606,0.6764314,Wed_Mar__6_09_54_16_2024
472,No Diri,2,10000,0.1,1,0.8448276,0.8166667,0.8305085,Wed_Mar__6_12_24_42_2024
473,No Diri,2,10000,100,0,1.0,0.3142669,0.4782391,Wed_Mar__6_12_24_37_2024
474,No Diri,2,10000,1,0,1.0,0.5353535,0.6973684,Wed_Mar__6_12_01_34_2024
475,No Diri,2,10000,100,1,0.995585,0.3024816,0.4639918,Wed_Mar__6_11_37_36_2024
476,No Diri,2,10000,0.1,0,0.8888889,0.8888889,0.8888889,Wed_Mar__6_11_15_31_2024
477,No Diri,2,10000,0.1,0,0.8888889,0.8888889,0.8888889,Wed_Mar__6_09_54_05_2024
478,No Diri,2,10000,0.1,0,0.9180328,0.8888889,0.9032258,Wed_Mar__6_11_37_14_2024
479,No Diri,2,10000,1,0,1.0,0.5373737,0.6990802,Wed_Mar__6_12_24_28_2024
480,No Diri,2,10000,8,0,1.0,0.3386581,0.5059666,Wed_Mar__6_11_37_22_2024
481,No Diri,2,10000,8,0,1.0,0.3370607,0.5041816,Wed_Mar__6_11_15_35_2024
482,No Diri,2,10000,1,0,1.0,0.5353535,0.6973684,Wed_Mar__6_10_35_15_2024
483,No Diri,2,10000,1,0,1.0,0.5353535,0.6973684,Wed_Mar__6_11_15_32_2024
484,No Diri,2,10000,1,0,1.0,0.5353535,0.6973684,Wed_Mar__6_09_54_07_2024
485,No Diri,2,10000,100,1,0.995585,0.3024816,0.4639918,Wed_Mar__6_10_14_50_2024
486,No Diri,2,10000,8,0,1.0,0.3370607,0.5041816,Wed_Mar__6_10_14_34_2024
487,No Diri,2,10000,8,0,1.0,0.336262,0.5032875,Wed_Mar__6_10_55_35_2024
488,No Diri,2,10000,100,1,0.9955752,0.3018109,0.4632012,Wed_Mar__6_09_54_20_2024
489,No Diri,2,10000,0.1,1,0.8032787,0.8166667,0.8099174,Wed_Mar__6_12_01_42_2024
490,No Diri,2,10000,0.1,0,0.8484848,0.8888889,0.8682171,Wed_Mar__6_10_14_30_2024
491,No Diri,2,10000,100,0,1.0,0.3142669,0.4782391,Wed_Mar__6_10_55_38_2024
492,No Diri,2,10000,0.1,0,0.8358209,0.8888889,0.8615385,Wed_Mar__6_10_35_14_2024
493,No Diri,2,10000,8,1,0.9923274,0.3101519,0.4725944,Wed_Mar__6_10_14_47_2024
494,No Diri,2,10000,8,1,0.9872774,0.3101519,0.4720195,Wed_Mar__6_11_37_34_2024
495,No Diri,2,10000,1,1,0.9514925,0.523614,0.6754967,Wed_Mar__6_10_55_42_2024
496,No Diri,2,10000,1,1,0.9770992,0.5256674,0.6835781,Wed_Mar__6_11_37_31_2024
497,No Diri,2,10000,100,1,0.9890591,0.3031522,0.4640657,Wed_Mar__6_12_01_52_2024
498,No Diri,2,10000,100,1,0.9934066,0.3031522,0.4645427,Wed_Mar__6_12_47_35_2024
499,No Diri,2,10000,8,1,0.9896907,0.3069544,0.4685784,Wed_Mar__6_09_54_18_2024
500,No Diri,2,10000,0.1,1,0.8166667,0.8166667,0.8166667,Wed_Mar__6_11_37_28_2024
501,No Diri,2,10000,100,0,1.0,0.3155819,0.4797601,Wed_Mar__6_11_37_24_2024
502,No Diri,2,10000,1,0,1.0,0.5333333,0.6956522,Wed_Mar__6_11_37_16_2024
503,No Diri,2,10000,0.1,0,0.8615385,0.8888889,0.875,Wed_Mar__6_12_01_33_2024
504,No Diri,2,50000,8,1,0.9872774,0.3101519,0.4720195,Tue_Mar__5_17_32_52_2024
505,No Diri,2,50000,8,1,0.9923469,0.3109512,0.473524,Tue_Mar__5_18_20_20_2024
506,No Diri,2,50000,8,1,0.9948849,0.3109512,0.4738124,Tue_Mar__5_13_59_13_2024
507,No Diri,2,50000,8,1,0.9923858,0.31255,0.4753799,Tue_Mar__5_16_48_35_2024
508,No Diri,2,50000,8,1,0.9898734,0.31255,0.4750911,Tue_Mar__5_16_01_37_2024
509,No Diri,2,50000,8,1,0.9873096,0.3109512,0.4729483,Tue_Mar__5_17_54_46_2024
510,No Diri,2,50000,8,1,0.9923858,0.31255,0.4753799,Tue_Mar__5_16_23_32_2024
511,No Diri,2,50000,8,1,0.9923664,0.3117506,0.4744526,Tue_Mar__5_17_10_42_2024
512,No Diri,2,50000,8,1,0.9924051,0.3133493,0.4763062,Tue_Mar__5_18_43_17_2024
513,No Diri,2,50000,8,1,0.9898477,0.3117506,0.4741641,Tue_Mar__5_14_38_51_2024
514,No Diri,2,10000,0.1,1,0.8032787,0.8166667,0.8099174,Wed_Mar__6_09_54_34_2024
515,No Diri,2,10000,8,1,0.9872774,0.3101519,0.4720195,Wed_Mar__6_09_54_39_2024
516,No Diri,2,10000,1,1,0.9622642,0.523614,0.6781915,Wed_Mar__6_12_20_04_2024
517,No Diri,2,10000,1,0,1.0,0.5353535,0.6973684,Wed_Mar__6_11_35_50_2024
518,No Diri,2,10000,8,1,0.9871795,0.3077538,0.4692261,Wed_Mar__6_10_34_59_2024
519,No Diri,2,10000,8,0,1.0,0.3386581,0.5059666,Wed_Mar__6_10_55_11_2024
520,No Diri,2,10000,1,0,1.0,0.5373737,0.6990802,Wed_Mar__6_11_57_57_2024
521,No Diri,2,10000,8,0,1.0,0.336262,0.5032875,Wed_Mar__6_12_19_56_2024
522,No Diri,2,10000,0.1,0,0.9032258,0.8888889,0.896,Wed_Mar__6_12_19_51_2024
523,No Diri,2,10000,1,1,0.9659091,0.523614,0.6790945,Wed_Mar__6_11_36_06_2024
524,No Diri,2,10000,100,1,0.989083,0.3038229,0.4648538,Wed_Mar__6_12_20_06_2024
525,No Diri,2,10000,100,0,1.0,0.312952,0.4767151,Wed_Mar__6_09_54_32_2024
526,No Diri,2,10000,0.1,1,0.8275862,0.8,0.8135593,Wed_Mar__6_11_14_50_2024
527,No Diri,2,10000,1,1,0.973384,0.5256674,0.6826667,Wed_Mar__6_10_55_19_2024
528,No Diri,2,10000,0.1,1,0.8448276,0.8166667,0.8305085,Wed_Mar__6_10_34_56_2024
529,No Diri,2,10000,1,0,1.0,0.5373737,0.6990802,Wed_Mar__6_10_55_07_2024
530,No Diri,2,10000,100,1,0.9977925,0.3031522,0.4650206,Wed_Mar__6_10_55_24_2024
531,No Diri,2,10000,0.1,0,0.9032258,0.8888889,0.896,Wed_Mar__6_11_57_54_2024
532,No Diri,2,10000,0.1,0,0.875,0.8888889,0.8818898,Wed_Mar__6_09_54_24_2024
533,No Diri,2,10000,0.1,0,0.8484848,0.8888889,0.8682171,Wed_Mar__6_10_34_47_2024
534,No Diri,2,10000,0.1,1,0.8448276,0.8166667,0.8305085,Wed_Mar__6_12_20_00_2024
535,No Diri,2,10000,1,1,0.9583333,0.5195072,0.6737683,Wed_Mar__6_10_14_57_2024
536,No Diri,2,10000,1,0,1.0,0.5373737,0.6990802,Wed_Mar__6_12_19_54_2024
537,No Diri,2,10000,100,1,0.9934211,0.3038229,0.4653313,Wed_Mar__6_11_58_21_2024
538,No Diri,2,10000,8,1,0.9872774,0.3101519,0.4720195,Wed_Mar__6_10_15_00_2024
539,No Diri,2,10000,0.1,1,0.8448276,0.8166667,0.8305085,Wed_Mar__6_11_58_04_2024
540,No Diri,2,10000,1,1,0.9657795,0.5215606,0.6773333,Wed_Mar__6_09_54_36_2024
541,No Diri,2,10000,8,0,1.0,0.336262,0.5032875,Wed_Mar__6_11_35_55_2024
542,No Diri,2,10000,100,0,1.0,0.3142669,0.4782391,Wed_Mar__6_10_55_13_2024
543,No Diri,2,10000,100,1,0.995585,0.3024816,0.4639918,Wed_Mar__6_09_54_42_2024
544,No Diri,2,10000,0.1,0,0.9032258,0.8888889,0.896,Wed_Mar__6_10_55_04_2024
545,No Diri,2,10000,0.1,0,0.9180328,0.8888889,0.9032258,Wed_Mar__6_11_14_39_2024
546,No Diri,2,10000,100,0,1.0,0.3116371,0.475188,Wed_Mar__6_12_19_58_2024
547,No Diri,2,10000,8,1,0.9897698,0.3093525,0.4713764,Wed_Mar__6_11_14_55_2024
548,No Diri,2,10000,100,1,0.9977827,0.3018109,0.4634398,Wed_Mar__6_10_15_03_2024
