,model,cluster_size,num_iter,duplicates_level,distortion_level,precision,recall,f1score,date
2527,No Diri,10,10000,Low,High,0.761194,0.85,0.8031496,Wed_Mar__6_11_32_40_2024
2532,No Diri,10,10000,Low,High,0.8360656,0.85,0.8429752,Wed_Mar__6_14_12_25_2024
2536,No Diri,10,10000,Low,High,0.8360656,0.85,0.8429752,Wed_Mar__6_10_28_25_2024
2537,No Diri,10,10000,Low,High,0.8360656,0.85,0.8429752,Wed_Mar__6_13_41_56_2024
2555,No Diri,10,10000,Low,High,0.8360656,0.85,0.8429752,Wed_Mar__6_11_00_26_2024
2558,No Diri,10,10000,Low,High,0.8793103,0.85,0.8644068,Wed_Mar__6_12_04_26_2024
2563,No Diri,10,10000,Low,High,0.877193,0.8333333,0.8547009,Wed_Mar__6_13_10_28_2024
2577,No Diri,10,10000,Low,High,0.85,0.85,0.85,Wed_Mar__6_09_56_57_2024
2592,No Diri,10,10000,Low,High,0.85,0.85,0.85,Wed_Mar__6_10_31_00_2024
2596,No Diri,10,10000,Low,High,0.8225806,0.85,0.8360656,Wed_Mar__6_14_09_10_2024
2605,No Diri,10,10000,Low,High,0.8947368,0.85,0.8717949,Wed_Mar__6_13_07_13_2024
2612,No Diri,10,10000,Low,High,0.8225806,0.85,0.8360656,Wed_Mar__6_13_38_36_2024
2613,No Diri,10,10000,Low,High,0.8360656,0.85,0.8429752,Wed_Mar__6_11_33_38_2024
2628,No Diri,10,10000,Low,High,0.85,0.85,0.85,Wed_Mar__6_09_57_18_2024
2637,No Diri,10,10000,Low,High,0.796875,0.85,0.8225806,Wed_Mar__6_12_37_14_2024
2648,No Diri,10,10000,Low,High,0.8360656,0.85,0.8429752,Wed_Mar__6_11_02_02_2024
2658,No Diri,10,10000,Low,High,0.8225806,0.85,0.8360656,Wed_Mar__6_12_05_41_2024
2675,No Diri,10,10000,Low,High,0.796875,0.85,0.8225806,Wed_Mar__6_11_15_20_2024
2683,No Diri,10,10000,Low,High,0.8474576,0.8333333,0.8403361,Wed_Mar__6_14_27_32_2024
2700,No Diri,10,10000,Low,High,0.85,0.85,0.85,Wed_Mar__6_15_07_31_2024
2706,No Diri,10,10000,Low,High,0.85,0.85,0.85,Wed_Mar__6_09_57_43_2024
2707,No Diri,10,10000,Low,High,0.8360656,0.85,0.8429752,Wed_Mar__6_10_34_55_2024
2708,No Diri,10,10000,Low,High,0.8225806,0.85,0.8360656,Wed_Mar__6_13_50_27_2024
2711,No Diri,10,10000,Low,High,0.8225806,0.85,0.8360656,Wed_Mar__6_11_54_44_2024
2713,No Diri,10,10000,Low,High,0.85,0.85,0.85,Wed_Mar__6_12_32_01_2024
2723,No Diri,10,10000,Low,High,0.8225806,0.85,0.8360656,Wed_Mar__6_13_13_07_2024
2776,No Diri,10,10000,Low,High,0.8644068,0.85,0.8571429,Wed_Mar__6_13_34_28_2024
2787,No Diri,10,10000,Low,High,0.8360656,0.85,0.8429752,Wed_Mar__6_09_58_01_2024
2794,No Diri,10,10000,Low,High,0.8360656,0.85,0.8429752,Wed_Mar__6_11_21_48_2024
2796,No Diri,10,10000,Low,High,0.8225806,0.85,0.8360656,Wed_Mar__6_12_05_07_2024
2799,No Diri,10,10000,Low,High,0.85,0.85,0.85,Wed_Mar__6_14_51_46_2024
2358,No Diri,10,10000,Low,Low,0.8571429,0.952381,0.9022556,Wed_Mar__6_13_04_18_2024
2361,No Diri,10,10000,Low,Low,0.8450704,0.952381,0.8955224,Wed_Mar__6_14_56_34_2024
2388,No Diri,10,10000,Low,Low,0.8823529,0.952381,0.9160305,Wed_Mar__6_09_56_43_2024
2389,No Diri,10,10000,Low,Low,0.8823529,0.952381,0.9160305,Wed_Mar__6_13_43_23_2024
2394,No Diri,10,10000,Low,Low,0.8571429,0.952381,0.9022556,Wed_Mar__6_12_26_31_2024
2402,No Diri,10,10000,Low,Low,0.9230769,0.952381,0.9375,Wed_Mar__6_11_11_48_2024
2403,No Diri,10,10000,Low,Low,0.8823529,0.952381,0.9160305,Wed_Mar__6_10_33_51_2024
2415,No Diri,10,10000,Low,Low,0.8823529,0.952381,0.9160305,Wed_Mar__6_11_48_42_2024
2419,No Diri,10,10000,Low,Low,0.9090909,0.952381,0.9302326,Wed_Mar__6_14_20_51_2024
2440,No Diri,10,10000,Low,Low,0.8450704,0.952381,0.8955224,Wed_Mar__6_13_10_49_2024
2442,No Diri,10,10000,Low,Low,0.8823529,0.952381,0.9160305,Wed_Mar__6_13_41_07_2024
2462,No Diri,10,10000,Low,Low,0.9230769,0.952381,0.9375,Wed_Mar__6_11_33_34_2024
2472,No Diri,10,10000,Low,Low,0.8571429,0.952381,0.9022556,Wed_Mar__6_14_14_01_2024
2476,No Diri,10,10000,Low,Low,0.8450704,0.952381,0.8955224,Wed_Mar__6_09_56_20_2024
2481,No Diri,10,10000,Low,Low,0.8333333,0.952381,0.8888889,Wed_Mar__6_12_06_01_2024
2492,No Diri,10,10000,Low,Low,0.8571429,0.952381,0.9022556,Wed_Mar__6_10_28_22_2024
2497,No Diri,10,10000,Low,Low,0.8450704,0.952381,0.8955224,Wed_Mar__6_11_01_03_2024
2501,No Diri,10,10000,Low,Low,0.8955224,0.952381,0.9230769,Wed_Mar__6_12_38_38_2024
2515,No Diri,10,10000,Low,Low,0.8823529,0.952381,0.9160305,Wed_Mar__6_12_04_11_2024
2525,No Diri,10,10000,Low,Low,0.8571429,0.952381,0.9022556,Wed_Mar__6_11_32_29_2024
2530,No Diri,10,10000,Low,Low,0.8695652,0.952381,0.9090909,Wed_Mar__6_14_12_13_2024
2533,No Diri,10,10000,Low,Low,0.8695652,0.952381,0.9090909,Wed_Mar__6_09_56_47_2024
2557,No Diri,10,10000,Low,Low,0.8219178,0.952381,0.8823529,Wed_Mar__6_10_28_14_2024
2560,No Diri,10,10000,Low,Low,0.8695652,0.952381,0.9090909,Wed_Mar__6_13_10_14_2024
2562,No Diri,10,10000,Low,Low,0.8571429,0.952381,0.9022556,Wed_Mar__6_11_00_01_2024
2570,No Diri,10,10000,Low,Low,0.8571429,0.952381,0.9022556,Wed_Mar__6_12_37_21_2024
2575,No Diri,10,10000,Low,Low,0.8823529,0.952381,0.9160305,Wed_Mar__6_13_41_43_2024
2593,No Diri,10,10000,Low,Low,0.9090909,0.952381,0.9302326,Wed_Mar__6_09_57_03_2024
2598,No Diri,10,10000,Low,Low,0.8571429,0.952381,0.9022556,Wed_Mar__6_14_08_59_2024
2601,No Diri,10,10000,Low,Low,0.8695652,0.952381,0.9090909,Wed_Mar__6_11_01_52_2024
2615,No Diri,10,10000,Low,Low,0.8955224,0.952381,0.9230769,Wed_Mar__6_13_38_19_2024
2627,No Diri,10,10000,Low,Low,0.8333333,0.952381,0.8888889,Wed_Mar__6_12_05_31_2024
2629,No Diri,10,10000,Low,Low,0.8571429,0.952381,0.9022556,Wed_Mar__6_13_07_01_2024
2632,No Diri,10,10000,Low,Low,0.8823529,0.952381,0.9160305,Wed_Mar__6_10_30_48_2024
2650,No Diri,10,10000,Low,Low,0.8955224,0.952381,0.9230769,Wed_Mar__6_11_33_22_2024
2654,No Diri,10,10000,Low,Low,0.8571429,0.952381,0.9022556,Wed_Mar__6_12_37_04_2024
2676,No Diri,10,10000,Low,Low,0.8450704,0.952381,0.8955224,Wed_Mar__6_09_57_26_2024
2684,No Diri,10,10000,Low,Low,0.8333333,0.952381,0.8888889,Wed_Mar__6_14_27_17_2024
2690,No Diri,10,10000,Low,Low,0.8450704,0.952381,0.8955224,Wed_Mar__6_11_15_03_2024
2714,No Diri,10,10000,Low,Low,0.8571429,0.952381,0.9022556,Wed_Mar__6_13_12_53_2024
2717,No Diri,10,10000,Low,Low,0.8823529,0.952381,0.9160305,Wed_Mar__6_15_07_15_2024
2721,No Diri,10,10000,Low,Low,0.8333333,0.952381,0.8888889,Wed_Mar__6_10_34_43_2024
2726,No Diri,10,10000,Low,Low,0.8823529,0.952381,0.9160305,Wed_Mar__6_12_31_46_2024
2730,No Diri,10,10000,Low,Low,0.9090909,0.952381,0.9302326,Wed_Mar__6_13_50_14_2024
2734,No Diri,10,10000,Low,Low,0.8571429,0.952381,0.9022556,Wed_Mar__6_11_54_29_2024
2762,No Diri,10,10000,Low,Low,0.8450704,0.952381,0.8955224,Wed_Mar__6_09_57_42_2024
2767,No Diri,10,10000,Low,Low,0.8823529,0.952381,0.9160305,Wed_Mar__6_14_51_32_2024
2775,No Diri,10,10000,Low,Low,0.8571429,0.952381,0.9022556,Wed_Mar__6_10_43_50_2024
2780,No Diri,10,10000,Low,Low,0.8695652,0.952381,0.9090909,Wed_Mar__6_12_04_45_2024
2785,No Diri,10,10000,Low,Low,0.8823529,0.952381,0.9160305,Wed_Mar__6_14_12_49_2024
2353,No Diri,10,10000,Medium,High,0.9696262,0.8521561,0.9071038,Wed_Mar__6_12_26_51_2024
2356,No Diri,10,10000,Medium,High,0.9742389,0.8542094,0.9102845,Wed_Mar__6_13_04_38_2024
2367,No Diri,10,10000,Medium,High,0.9812207,0.8583162,0.9156627,Wed_Mar__6_14_56_53_2024
2369,No Diri,10,10000,Medium,High,0.9767981,0.8644764,0.9172113,Wed_Mar__6_11_12_13_2024
2384,No Diri,10,10000,Medium,High,0.9722864,0.8644764,0.9152174,Wed_Mar__6_13_43_51_2024
2399,No Diri,10,10000,Medium,High,0.9812207,0.8583162,0.9156627,Wed_Mar__6_09_57_23_2024
2412,No Diri,10,10000,Medium,High,0.9766355,0.8583162,0.9136612,Wed_Mar__6_10_34_09_2024
2416,No Diri,10,10000,Medium,High,0.9764151,0.8501027,0.9088913,Wed_Mar__6_11_49_08_2024
2420,No Diri,10,10000,Medium,High,0.971831,0.8501027,0.9069003,Wed_Mar__6_14_21_14_2024
2451,No Diri,10,10000,Medium,High,0.9697674,0.8562628,0.9094875,Wed_Mar__6_09_56_36_2024
2455,No Diri,10,10000,Medium,High,0.9744186,0.8603696,0.9138495,Wed_Mar__6_14_14_17_2024
2456,No Diri,10,10000,Medium,High,0.974478,0.862423,0.9150327,Wed_Mar__6_12_06_12_2024
2470,No Diri,10,10000,Medium,High,0.974359,0.8583162,0.9126638,Wed_Mar__6_10_28_39_2024
2477,No Diri,10,10000,Medium,High,0.9812207,0.8583162,0.9156627,Wed_Mar__6_11_33_54_2024
2483,No Diri,10,10000,Medium,High,0.9767442,0.862423,0.9160305,Wed_Mar__6_11_01_17_2024
2486,No Diri,10,10000,Medium,High,0.972093,0.8583162,0.9116685,Wed_Mar__6_13_11_05_2024
2487,No Diri,10,10000,Medium,High,0.978972,0.8603696,0.915847,Wed_Mar__6_12_38_56_2024
2495,No Diri,10,10000,Medium,High,0.9678161,0.8644764,0.9132321,Wed_Mar__6_13_41_27_2024
2517,No Diri,10,10000,Medium,High,0.9766355,0.8583162,0.9136612,Wed_Mar__6_12_04_30_2024
2520,No Diri,10,10000,Medium,High,0.9697674,0.8562628,0.9094875,Wed_Mar__6_13_41_58_2024
2521,No Diri,10,10000,Medium,High,0.9765258,0.8542094,0.9112815,Wed_Mar__6_09_57_03_2024
2523,No Diri,10,10000,Medium,High,0.9788732,0.8562628,0.9134721,Wed_Mar__6_11_32_45_2024
2534,No Diri,10,10000,Medium,High,0.9858156,0.8562628,0.9164835,Wed_Mar__6_14_12_29_2024
2540,No Diri,10,10000,Medium,High,0.974537,0.8644764,0.9162133,Wed_Mar__6_12_37_37_2024
2545,No Diri,10,10000,Medium,High,0.9811765,0.8562628,0.9144737,Wed_Mar__6_11_00_34_2024
2566,No Diri,10,10000,Medium,High,0.9655963,0.8644764,0.9122427,Wed_Mar__6_13_10_32_2024
2578,No Diri,10,10000,Medium,High,0.981352,0.8644764,0.919214,Wed_Mar__6_10_28_29_2024
2602,No Diri,10,10000,Medium,High,0.9677419,0.862423,0.9120521,Wed_Mar__6_10_31_03_2024
2603,No Diri,10,10000,Medium,High,0.9881517,0.8562628,0.9174917,Wed_Mar__6_13_38_40_2024
2609,No Diri,10,10000,Medium,High,0.9789227,0.8583162,0.9146608,Wed_Mar__6_13_07_16_2024
2617,No Diri,10,10000,Medium,High,0.9696262,0.8521561,0.9071038,Wed_Mar__6_09_57_21_2024
2626,No Diri,10,10000,Medium,High,0.972028,0.8562628,0.9104803,Wed_Mar__6_12_37_16_2024
2635,No Diri,10,10000,Medium,High,0.9701835,0.8685832,0.9165764,Wed_Mar__6_12_05_50_2024
2643,No Diri,10,10000,Medium,High,0.974359,0.8583162,0.9126638,Wed_Mar__6_11_33_42_2024
2645,No Diri,10,10000,Medium,High,0.9674419,0.8542094,0.9073064,Wed_Mar__6_14_09_14_2024
2652,No Diri,10,10000,Medium,High,0.9835294,0.8583162,0.9166667,Wed_Mar__6_11_02_08_2024
2674,No Diri,10,10000,Medium,High,0.972093,0.8583162,0.9116685,Wed_Mar__6_10_34_59_2024
2678,No Diri,10,10000,Medium,High,0.9675174,0.8562628,0.9084967,Wed_Mar__6_15_07_36_2024
2681,No Diri,10,10000,Medium,High,0.979021,0.862423,0.9170306,Wed_Mar__6_13_13_10_2024
2693,No Diri,10,10000,Medium,High,0.9676674,0.8603696,0.9108696,Wed_Mar__6_11_54_48_2024
2697,No Diri,10,10000,Medium,High,0.9742991,0.8562628,0.9114754,Wed_Mar__6_14_27_36_2024
2698,No Diri,10,10000,Medium,High,0.9834515,0.8542094,0.9142857,Wed_Mar__6_13_50_36_2024
2702,No Diri,10,10000,Medium,High,0.978972,0.8603696,0.915847,Wed_Mar__6_12_32_00_2024
2719,No Diri,10,10000,Medium,High,0.9858824,0.8603696,0.9188596,Wed_Mar__6_09_57_48_2024
2738,No Diri,10,10000,Medium,High,0.972028,0.8562628,0.9104803,Wed_Mar__6_11_15_25_2024
2768,No Diri,10,10000,Medium,High,0.974537,0.8644764,0.9162133,Wed_Mar__6_14_13_22_2024
2772,No Diri,10,10000,Medium,High,0.9858491,0.8583162,0.9176729,Wed_Mar__6_09_58_08_2024
2781,No Diri,10,10000,Medium,High,0.9742389,0.8542094,0.9102845,Wed_Mar__6_14_51_49_2024
2795,No Diri,10,10000,Medium,High,0.9697674,0.8562628,0.9094875,Wed_Mar__6_12_05_11_2024
2797,No Diri,10,10000,Medium,High,0.9835294,0.8583162,0.9166667,Wed_Mar__6_13_34_33_2024
2364,No Diri,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_11_11_52_2024
2366,No Diri,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_13_04_22_2024
2379,No Diri,10,10000,Medium,Low,1.0,0.9292929,0.9633508,Wed_Mar__6_14_56_39_2024
2390,No Diri,10,10000,Medium,Low,0.9956427,0.9232323,0.9580713,Wed_Mar__6_12_26_34_2024
2398,No Diri,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_10_33_54_2024
2400,No Diri,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_13_43_27_2024
2411,No Diri,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_11_48_45_2024
2414,No Diri,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_09_56_47_2024
2422,No Diri,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_14_20_54_2024
2441,No Diri,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_13_10_52_2024
2447,No Diri,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_13_41_10_2024
2449,No Diri,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_09_56_22_2024
2454,No Diri,10,10000,Medium,Low,0.9978214,0.9252525,0.9601677,Wed_Mar__6_11_01_05_2024
2471,No Diri,10,10000,Medium,Low,0.9978166,0.9232323,0.9590766,Wed_Mar__6_14_14_05_2024
2478,No Diri,10,10000,Medium,Low,0.9956427,0.9232323,0.9580713,Wed_Mar__6_12_06_02_2024
2479,No Diri,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_12_38_39_2024
2480,No Diri,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_10_28_25_2024
2489,No Diri,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_11_33_35_2024
2512,No Diri,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_11_00_04_2024
2518,No Diri,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_13_41_44_2024
2524,No Diri,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_14_12_16_2024
2551,No Diri,10,10000,Medium,Low,0.9978308,0.9292929,0.9623431,Wed_Mar__6_10_28_16_2024
2559,No Diri,10,10000,Medium,Low,0.9978261,0.9272727,0.9612565,Wed_Mar__6_12_37_23_2024
2565,No Diri,10,10000,Medium,Low,0.9978166,0.9232323,0.9590766,Wed_Mar__6_12_04_13_2024
2568,No Diri,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_09_56_49_2024
2571,No Diri,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_13_10_16_2024
2580,No Diri,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_11_32_32_2024
2595,No Diri,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_11_01_54_2024
2599,No Diri,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_12_05_33_2024
2604,No Diri,10,10000,Medium,Low,0.9956427,0.9232323,0.9580713,Wed_Mar__6_13_38_22_2024
2607,No Diri,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_13_07_03_2024
2634,No Diri,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_14_09_01_2024
2638,No Diri,10,10000,Medium,Low,1.0,0.9272727,0.9622642,Wed_Mar__6_09_57_05_2024
2644,No Diri,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_10_30_51_2024
2657,No Diri,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_12_37_06_2024
2662,No Diri,10,10000,Medium,Low,1.0,0.9292929,0.9633508,Wed_Mar__6_11_33_24_2024
2686,No Diri,10,10000,Medium,Low,1.0,0.9191919,0.9578947,Wed_Mar__6_10_34_45_2024
2687,No Diri,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_14_27_21_2024
2705,No Diri,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_13_50_18_2024
2715,No Diri,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_15_07_19_2024
2718,No Diri,10,10000,Medium,Low,1.0,0.9212121,0.9589905,Wed_Mar__6_12_31_49_2024
2722,No Diri,10,10000,Medium,Low,1.0,0.9272727,0.9622642,Wed_Mar__6_09_57_30_2024
2725,No Diri,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_11_54_32_2024
2737,No Diri,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_13_12_56_2024
2741,No Diri,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_11_15_07_2024
2756,No Diri,10,10000,Medium,Low,0.9956332,0.9212121,0.956978,Wed_Mar__6_12_54_00_2024
2759,No Diri,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_09_57_50_2024
2766,No Diri,10,10000,Medium,Low,0.9978166,0.9232323,0.9590766,Wed_Mar__6_12_04_52_2024
2770,No Diri,10,10000,Medium,Low,1.0,0.9232323,0.960084,Wed_Mar__6_10_43_57_2024
2771,No Diri,10,10000,Medium,Low,1.0,0.9272727,0.9622642,Wed_Mar__6_11_21_40_2024
2355,No Diri,10,10000,Very High,High,0.9945398,0.8551308,0.9195817,Wed_Mar__6_11_12_23_2024
2360,No Diri,10,10000,Very High,High,0.9952867,0.8497653,0.9167873,Wed_Mar__6_13_44_06_2024
2368,No Diri,10,10000,Very High,High,0.9937402,0.8517773,0.9172987,Wed_Mar__6_10_34_14_2024
2378,No Diri,10,10000,Very High,High,0.9929356,0.8484239,0.915009,Wed_Mar__6_14_57_00_2024
2381,No Diri,10,10000,Very High,High,0.9952904,0.8504359,0.917179,Wed_Mar__6_14_21_22_2024
2385,No Diri,10,10000,Very High,High,0.9898754,0.852448,0.916036,Wed_Mar__6_13_04_45_2024
2392,No Diri,10,10000,Very High,High,0.9961059,0.8578135,0.9218018,Wed_Mar__6_09_57_28_2024
2408,No Diri,10,10000,Very High,High,0.9937695,0.8558015,0.9196396,Wed_Mar__6_11_49_19_2024
2417,No Diri,10,10000,Very High,High,0.9890368,0.8470825,0.9125723,Wed_Mar__6_12_26_59_2024
2434,No Diri,10,10000,Very High,High,0.9976544,0.8558015,0.9212996,Wed_Mar__6_12_39_03_2024
2443,No Diri,10,10000,Very High,High,0.9976581,0.8571429,0.9220779,Wed_Mar__6_14_14_23_2024
2453,No Diri,10,10000,Very High,High,0.9984363,0.8564722,0.9220217,Wed_Mar__6_10_28_45_2024
2464,No Diri,10,10000,Very High,High,0.9945525,0.8571429,0.9207493,Wed_Mar__6_11_01_23_2024
2473,No Diri,10,10000,Very High,High,0.9976563,0.8564722,0.9216889,Wed_Mar__6_13_41_35_2024
2482,No Diri,10,10000,Very High,High,0.9953125,0.8544601,0.9195236,Wed_Mar__6_13_11_11_2024
2488,No Diri,10,10000,Very High,High,0.9937792,0.8571429,0.9204177,Wed_Mar__6_12_06_19_2024
2490,No Diri,10,10000,Very High,High,0.9952904,0.8504359,0.917179,Wed_Mar__6_11_34_01_2024
2500,No Diri,10,10000,Very High,High,0.9922058,0.8537894,0.9178082,Wed_Mar__6_09_56_36_2024
2531,No Diri,10,10000,Very High,High,0.9976452,0.852448,0.919349,Wed_Mar__6_13_42_08_2024
2544,No Diri,10,10000,Very High,High,1.0,0.8564722,0.9226879,Wed_Mar__6_12_04_38_2024
2547,No Diri,10,10000,Very High,High,0.9960754,0.8511066,0.9179024,Wed_Mar__6_09_57_10_2024
2548,No Diri,10,10000,Very High,High,0.9929797,0.8537894,0.9181392,Wed_Mar__6_10_28_36_2024
2549,No Diri,10,10000,Very High,High,0.9898199,0.8477532,0.9132948,Wed_Mar__6_11_32_52_2024
2552,No Diri,10,10000,Very High,High,0.9937451,0.852448,0.9176895,Wed_Mar__6_11_00_42_2024
2556,No Diri,10,10000,Very High,High,0.9953198,0.8558015,0.9203029,Wed_Mar__6_14_12_35_2024
2573,No Diri,10,10000,Very High,High,0.9930341,0.8604963,0.9220266,Wed_Mar__6_13_10_39_2024
2574,No Diri,10,10000,Very High,High,0.996875,0.8558015,0.9209672,Wed_Mar__6_12_37_44_2024
2608,No Diri,10,10000,Very High,High,0.9945141,0.8511066,0.9172389,Wed_Mar__6_12_37_26_2024
2618,No Diri,10,10000,Very High,High,0.9938176,0.8625084,0.9235189,Wed_Mar__6_14_09_21_2024
2619,No Diri,10,10000,Very High,High,1.0,0.8551308,0.9219089,Wed_Mar__6_11_02_14_2024
2621,No Diri,10,10000,Very High,High,0.995338,0.8591549,0.9222462,Wed_Mar__6_12_05_58_2024
2622,No Diri,10,10000,Very High,High,0.9937598,0.8544601,0.9188604,Wed_Mar__6_09_57_28_2024
2630,No Diri,10,10000,Very High,High,0.9921753,0.8504359,0.9158541,Wed_Mar__6_10_31_07_2024
2631,No Diri,10,10000,Very High,High,0.9968504,0.8490946,0.917059,Wed_Mar__6_13_38_46_2024
2642,No Diri,10,10000,Very High,High,0.9945184,0.8517773,0.9176301,Wed_Mar__6_13_07_20_2024
2653,No Diri,10,10000,Very High,High,0.9984277,0.8517773,0.9192906,Wed_Mar__6_11_33_50_2024
2677,No Diri,10,10000,Very High,High,0.9945398,0.8551308,0.9195817,Wed_Mar__6_11_54_55_2024
2703,No Diri,10,10000,Very High,High,0.9968603,0.8517773,0.9186257,Wed_Mar__6_11_15_35_2024
2710,No Diri,10,10000,Very High,High,0.9929633,0.8517773,0.9169675,Wed_Mar__6_12_32_12_2024
2712,No Diri,10,10000,Very High,High,0.9984326,0.8544601,0.9208529,Wed_Mar__6_09_57_57_2024
2716,No Diri,10,10000,Very High,High,0.9937743,0.8564722,0.9200288,Wed_Mar__6_13_13_19_2024
2736,No Diri,10,10000,Very High,High,0.996112,0.8591549,0.9225783,Wed_Mar__6_10_35_05_2024
2739,No Diri,10,10000,Very High,High,0.9898199,0.8477532,0.9132948,Wed_Mar__6_14_27_44_2024
2742,No Diri,10,10000,Very High,High,0.9944969,0.8484239,0.9156714,Wed_Mar__6_13_50_34_2024
2744,No Diri,10,10000,Very High,High,0.9921136,0.843729,0.9119246,Wed_Mar__6_15_07_44_2024
2757,No Diri,10,10000,Very High,High,0.9984314,0.8537894,0.9204628,Wed_Mar__6_09_58_21_2024
2758,No Diri,10,10000,Very High,High,0.9929577,0.8511066,0.9165764,Wed_Mar__6_14_13_36_2024
2760,No Diri,10,10000,Very High,High,0.9937598,0.8544601,0.9188604,Wed_Mar__6_11_21_57_2024
2769,No Diri,10,10000,Very High,High,0.9976397,0.8504359,0.9181752,Wed_Mar__6_12_54_33_2024
2773,No Diri,10,10000,Very High,High,0.9968578,0.8511066,0.9182344,Wed_Mar__6_13_34_42_2024
2351,No Diri,10,10000,Very High,Low,1.0,0.921762,0.9592884,Wed_Mar__6_14_21_02_2024
2352,No Diri,10,10000,Very High,Low,1.0,0.921762,0.9592884,Wed_Mar__6_11_12_01_2024
2354,No Diri,10,10000,Very High,Low,1.0,0.921762,0.9592884,Wed_Mar__6_09_57_05_2024
2363,No Diri,10,10000,Very High,Low,1.0,0.9197896,0.9582192,Wed_Mar__6_12_26_43_2024
2396,No Diri,10,10000,Very High,Low,1.0,0.921762,0.9592884,Wed_Mar__6_14_56_43_2024
2401,No Diri,10,10000,Very High,Low,1.0,0.9237344,0.9603554,Wed_Mar__6_13_43_37_2024
2405,No Diri,10,10000,Very High,Low,1.0,0.921762,0.9592884,Wed_Mar__6_13_04_30_2024
2413,No Diri,10,10000,Very High,Low,1.0,0.921762,0.9592884,Wed_Mar__6_11_48_58_2024
2421,No Diri,10,10000,Very High,Low,1.0,0.921762,0.9592884,Wed_Mar__6_10_34_02_2024
2431,No Diri,10,10000,Very High,Low,1.0,0.921762,0.9592884,Wed_Mar__6_12_06_09_2024
2432,No Diri,10,10000,Very High,Low,1.0,0.9230769,0.96,Wed_Mar__6_14_14_11_2024
2435,No Diri,10,10000,Very High,Low,1.0,0.921762,0.9592884,Wed_Mar__6_09_56_27_2024
2437,No Diri,10,10000,Very High,Low,1.0,0.921762,0.9592884,Wed_Mar__6_12_38_49_2024
2438,No Diri,10,10000,Very High,Low,1.0,0.921762,0.9592884,Wed_Mar__6_13_10_56_2024
2445,No Diri,10,10000,Very High,Low,1.0,0.921762,0.9592884,Wed_Mar__6_11_01_11_2024
2458,No Diri,10,10000,Very High,Low,1.0,0.9230769,0.96,Wed_Mar__6_13_41_13_2024
2467,No Diri,10,10000,Very High,Low,1.0,0.921762,0.9592884,Wed_Mar__6_10_28_30_2024
2485,No Diri,10,10000,Very High,Low,1.0,0.9197896,0.9582192,Wed_Mar__6_11_33_46_2024
2510,No Diri,10,10000,Very High,Low,1.0,0.921762,0.9592884,Wed_Mar__6_13_41_50_2024
2513,No Diri,10,10000,Very High,Low,1.0,0.921762,0.9592884,Wed_Mar__6_13_10_24_2024
2514,No Diri,10,10000,Very High,Low,1.0,0.921762,0.9592884,Wed_Mar__6_12_37_28_2024
2519,No Diri,10,10000,Very High,Low,1.0,0.921762,0.9592884,Wed_Mar__6_11_32_38_2024
2522,No Diri,10,10000,Very High,Low,1.0,0.921762,0.9592884,Wed_Mar__6_11_00_24_2024
